2789626	Richard Marsh (Bischof)
7969961	Erwin Lamparter
8626060	Alternierendes Versprinzip
8339902	Ehemaliger Steinbruch südlich von Tannen
6440883	Julius Adler (Biochemiker)
7729012	The Prancing Pony
309837	Erwin Kreuzer
4248369	Pupo (Begriffsklärung)
163029	Turing-Vollständigkeit
255824	Würschnitz (Fluss)
3061058	William Thompson (Philosoph)
6435306	Schwedische Eishockeymeisterschaft 1932
6543268	Pontalina (Goiás)
1273828	Selecta
6098876	Elka Seilbahn
7660182	Mervyn Tuchet, 2. Earl of Castlehaven
1627674	Ulpan
24032	185
2155178	Common Channel Signalling
824003	Bellaire
2152648	Lückendorf
2866678	Hugo Emil Schober
3028368	Catanauan
56943	Mikrozephalie
5685682	Kilroy
955225	Gewerkschaft der Sozialverwaltung
174673	Ebersbach/Sa.
2901286	Advanced Surface Movement Guidance and Control System
937725	Stemmle
6001861	Günther Grewenig
9456263	Transcontinental
8396238	Katja Mitteldorf
6002470	Die Zeit im Bild
8608879	Champtercier
6457128	Chamberlain River
2443665	Jens Sörensen Wand
5615728	Lookout Mountain
127383	Pharyngal
7586807	Isanti
6449013	Schwedische Division 2 (Eishockey)
2678097	Néstor Rossi
1026371	Hermann von Kaulbach
176478	Bundesstraße 24
4824327	Ense (Begriffsklärung)
